in s,C1 in V
-2.35730E-01,-6.50900E-02
-2.35727E-01,-6.44034E-02
-2.35724E-01,-6.41745E-02
-2.35721E-01,-6.35641E-02
-2.35717E-01,-6.31064E-02
-2.35714E-01,-6.29538E-02
-2.35711E-01,-6.20383E-02
-2.35707E-01,-6.16568E-02
-2.35704E-01,-6.21146E-02
-2.35701E-01,-6.21146E-02
-2.35698E-01,-6.23434E-02
-2.35694E-01,-6.25723E-02
-2.35691E-01,-6.24197E-02
-2.35688E-01,-6.23434E-02
-2.35684E-01,-6.20383E-02
-2.35681E-01,-6.18857E-02
-2.35678E-01,-6.17331E-02
-2.35674E-01,-6.15042E-02
-2.35671E-01,-6.08176E-02
-2.35668E-01,-6.06650E-02
-2.35665E-01,-5.99783E-02
-2.35661E-01,-5.98257E-02
-2.35658E-01,-5.94443E-02
-2.35655E-01,-5.84525E-02
-2.35651E-01,-5.73080E-02
-2.35648E-01,-5.73080E-02
-2.35645E-01,-5.65451E-02
-2.35642E-01,-5.66214E-02
-2.35638E-01,-5.63162E-02
-2.35635E-01,-5.65451E-02
-2.35632E-01,-5.57822E-02
-2.35628E-01,-5.54770E-02
-2.35625E-01,-5.56296E-02
-2.35622E-01,-5.55533E-02
-2.35618E-01,-5.50192E-02
-2.35615E-01,-5.43326E-02
-2.35612E-01,-5.53244E-02
-2.35609E-01,-5.47141E-02
-2.35605E-01,-5.49429E-02
-2.35602E-01,-5.60873E-02
-2.35599E-01,-5.62399E-02
-2.35595E-01,-5.62399E-02
-2.35592E-01,-5.63162E-02
-2.35589E-01,-5.63925E-02
-2.35585E-01,-5.62399E-02
-2.35582E-01,-5.59348E-02
-2.35579E-01,-5.59348E-02
-2.35576E-01,-5.63925E-02
-2.35572E-01,-5.49429E-02
-2.35569E-01,-5.44089E-02
-2.35566E-01,-5.42563E-02
-2.35562E-01,-5.32645E-02
-2.35559E-01,-5.28067E-02
-2.35556E-01,-5.21201E-02
-2.35553E-01,-5.28830E-02
-2.35549E-01,-5.21964E-02
-2.35546E-01,-5.19675E-02
-2.35543E-01,-5.15097E-02
-2.35539E-01,-5.16623E-02
-2.35536E-01,-5.11282E-02
-2.35533E-01,-5.12045E-02
-2.35529E-01,-5.15860E-02
-2.35526E-01,-5.04416E-02
-2.35523E-01,-5.03653E-02
-2.35520E-01,-4.99838E-02
-2.35516E-01,-5.00601E-02
-2.35513E-01,-4.96024E-02
-2.35510E-01,-4.98312E-02
-2.35506E-01,-4.96786E-02
-2.35503E-01,-4.87631E-02
-2.35500E-01,-4.92209E-02
-2.35496E-01,-4.87631E-02
-2.35493E-01,-4.85342E-02
-2.35490E-01,-4.94498E-02
-2.35487E-01,-4.90683E-02
-2.35483E-01,-4.89920E-02
-2.35480E-01,-4.80002E-02
-2.35477E-01,-4.83817E-02
-2.35473E-01,-4.73135E-02
-2.35470E-01,-4.64743E-02
-2.35467E-01,-4.72372E-02
-2.35464E-01,-4.56351E-02
-2.35460E-01,-4.59402E-02
