in s,C1 in V
-2.35730E-01,-1.61615E+00
-2.35727E-01,-1.61630E+00
-2.35724E-01,-1.61653E+00
-2.35721E-01,-1.62957E+00
-2.35717E-01,-1.63469E+00
-2.35714E-01,-1.63385E+00
-2.35711E-01,-1.63377E+00
-2.35707E-01,-1.63354E+00
-2.35704E-01,-1.63362E+00
-2.35701E-01,-1.63339E+00
-2.35698E-01,-1.63392E+00
-2.35694E-01,-1.63324E+00
-2.35691E-01,-1.63308E+00
-2.35688E-01,-1.63385E+00
-2.35684E-01,-1.63346E+00
-2.35681E-01,-1.63446E+00
-2.35678E-01,-1.63507E+00
-2.35674E-01,-1.63423E+00
-2.35671E-01,-1.63400E+00
-2.35668E-01,-1.63438E+00
-2.35665E-01,-1.63346E+00
-2.35661E-01,-1.63438E+00
-2.35658E-01,-1.63491E+00
-2.35655E-01,-1.63484E+00
-2.35651E-01,-1.63484E+00
-2.35648E-01,-1.63514E+00
-2.35645E-01,-1.63476E+00
-2.35642E-01,-1.63522E+00
-2.35638E-01,-1.63469E+00
-2.35635E-01,-1.63461E+00
-2.35632E-01,-1.63362E+00
-2.35628E-01,-1.63446E+00
-2.35625E-01,-1.63392E+00
-2.35622E-01,-1.63697E+00
-2.35618E-01,-1.65025E+00
-2.35615E-01,-1.65002E+00
-2.35612E-01,-1.64964E+00
-2.35609E-01,-1.64895E+00
-2.35605E-01,-1.64979E+00
-2.35602E-01,-1.64926E+00
-2.35599E-01,-1.64941E+00
-2.35595E-01,-1.64972E+00
-2.35592E-01,-1.64987E+00
-2.35589E-01,-1.64964E+00
-2.35585E-01,-1.65055E+00
-2.35582E-01,-1.65124E+00
-2.35579E-01,-1.65109E+00
-2.35576E-01,-1.65185E+00
-2.35572E-01,-1.65139E+00
-2.35569E-01,-1.65284E+00
-2.35566E-01,-1.65368E+00
-2.35562E-01,-1.65307E+00
-2.35559E-01,-1.65361E+00
-2.35556E-01,-1.65254E+00
-2.35553E-01,-1.65315E+00
-2.35549E-01,-1.65353E+00
-2.35546E-01,-1.65315E+00
-2.35543E-01,-1.65193E+00
-2.35539E-01,-1.65101E+00
-2.35536E-01,-1.65101E+00
-2.35533E-01,-1.65101E+00
-2.35529E-01,-1.65086E+00
-2.35526E-01,-1.65109E+00
