in s,C1 in V
-2.35730E-01,-5.91747E-01
-2.35727E-01,-5.92815E-01
-2.35724E-01,-5.92663E-01
-2.35721E-01,-5.93578E-01
-2.35717E-01,-5.93426E-01
-2.35714E-01,-5.93044E-01
-2.35711E-01,-5.93120E-01
-2.35707E-01,-5.92663E-01
-2.35704E-01,-5.93502E-01
-2.35701E-01,-5.93044E-01
-2.35698E-01,-5.92815E-01
-2.35694E-01,-5.92586E-01
-2.35691E-01,-5.91823E-01
-2.35688E-01,-5.91671E-01
-2.35684E-01,-5.92129E-01
-2.35681E-01,-5.91747E-01
-2.35678E-01,-5.91823E-01
-2.35674E-01,-5.92357E-01
-2.35671E-01,-5.90832E-01
-2.35668E-01,-5.90603E-01
-2.35665E-01,-6.03802E-01
-2.35661E-01,-6.09829E-01
-2.35658E-01,-6.09295E-01
-2.35655E-01,-6.09829E-01
-2.35651E-01,-6.10210E-01
-2.35648E-01,-6.08684E-01
-2.35645E-01,-6.09524E-01
-2.35642E-01,-6.09295E-01
-2.35638E-01,-6.08913E-01
-2.35635E-01,-6.08227E-01
-2.35632E-01,-6.07769E-01
-2.35628E-01,-6.07616E-01
-2.35625E-01,-6.07235E-01
-2.35622E-01,-6.07616E-01
-2.35618E-01,-6.08074E-01
-2.35615E-01,-6.07006E-01
-2.35612E-01,-6.08074E-01
-2.35609E-01,-6.08379E-01
-2.35605E-01,-6.07921E-01
-2.35602E-01,-6.08837E-01
-2.35599E-01,-6.08379E-01
-2.35595E-01,-6.08379E-01
-2.35592E-01,-6.08837E-01
-2.35589E-01,-6.08761E-01
-2.35585E-01,-6.09142E-01
-2.35582E-01,-6.09447E-01
-2.35579E-01,-6.09905E-01
-2.35576E-01,-6.17229E-01
-2.35572E-01,-6.26079E-01
-2.35569E-01,-6.26766E-01
-2.35566E-01,-6.27071E-01
-2.35562E-01,-6.27910E-01
-2.35559E-01,-6.28673E-01
-2.35556E-01,-6.28979E-01
-2.35553E-01,-6.28902E-01
-2.35549E-01,-6.29513E-01
-2.35546E-01,-6.29131E-01
-2.35543E-01,-6.29055E-01
-2.35539E-01,-6.28902E-01
-2.35536E-01,-6.28216E-01
-2.35533E-01,-6.27682E-01
-2.35529E-01,-6.27834E-01
-2.35526E-01,-6.27224E-01
-2.35523E-01,-6.26385E-01
-2.35520E-01,-6.26232E-01
-2.35516E-01,-6.26385E-01
-2.35513E-01,-6.25393E-01
-2.35510E-01,-6.26308E-01
-2.35506E-01,-6.25622E-01
-2.35503E-01,-6.24935E-01
-2.35500E-01,-6.25240E-01
-2.35496E-01,-6.25774E-01
-2.35493E-01,-6.25698E-01
-2.35490E-01,-6.26385E-01
-2.35487E-01,-6.28063E-01
-2.35483E-01,-6.43703E-01
-2.35480E-01,-6.43246E-01
-2.35477E-01,-6.42864E-01
-2.35473E-01,-6.42864E-01
-2.35470E-01,-6.43093E-01
-2.35467E-01,-6.42864E-01
-2.35464E-01,-6.43093E-01
-2.35460E-01,-6.42254E-01
-2.35457E-01,-6.42711E-01
-2.35454E-01,-6.42025E-01
-2.35450E-01,-6.43169E-01
-2.35447E-01,-6.43322E-01
-2.35444E-01,-6.43246E-01
-2.35440E-01,-6.43474E-01
-2.35437E-01,-6.43856E-01
-2.35434E-01,-6.43932E-01
-2.35431E-01,-6.44695E-01
-2.35427E-01,-6.44466E-01
-2.35424E-01,-6.44008E-01
-2.35421E-01,-6.43627E-01
-2.35417E-01,-6.43474E-01
-2.35414E-01,-6.43017E-01
-2.35411E-01,-6.42177E-01
-2.35407E-01,-6.43093E-01
-2.35404E-01,-6.43017E-01
-2.35401E-01,-6.42635E-01
-2.35398E-01,-6.43017E-01
-2.35394E-01,-6.59725E-01
-2.35391E-01,-6.60030E-01
-2.35388E-01,-6.61404E-01
-2.35384E-01,-6.61785E-01
-2.35381E-01,-6.61404E-01
-2.35378E-01,-6.61251E-01
-2.35375E-01,-6.62929E-01
-2.35371E-01,-6.61251E-01
-2.35368E-01,-6.61785E-01
-2.35365E-01,-6.62243E-01
-2.35361E-01,-6.62243E-01
-2.35358E-01,-6.61709E-01
-2.35355E-01,-6.60793E-01
-2.35351E-01,-6.60335E-01
-2.35348E-01,-6.59496E-01
-2.35345E-01,-6.59878E-01
-2.35342E-01,-6.60030E-01
-2.35338E-01,-6.59725E-01
-2.35335E-01,-6.60335E-01
-2.35332E-01,-6.59267E-01
-2.35328E-01,-6.59038E-01
-2.35325E-01,-6.59344E-01
-2.35322E-01,-6.59038E-01
-2.35318E-01,-6.59038E-01
-2.35315E-01,-6.59267E-01
-2.35312E-01,-6.58733E-01
-2.35309E-01,-6.58581E-01
-2.35305E-01,-6.68194E-01
-2.35302E-01,-6.74373E-01
-2.35299E-01,-6.74373E-01
-2.35295E-01,-6.74145E-01
-2.35292E-01,-6.74068E-01
-2.35289E-01,-6.73916E-01
-2.35286E-01,-6.74145E-01
-2.35282E-01,-6.74831E-01
-2.35279E-01,-6.73992E-01
-2.35276E-01,-6.73992E-01
-2.35272E-01,-6.74831E-01
-2.35269E-01,-6.74679E-01
-2.35266E-01,-6.74755E-01
-2.35262E-01,-6.75823E-01
-2.35259E-01,-6.75213E-01
-2.35256E-01,-6.74373E-01
-2.35253E-01,-6.74221E-01
-2.35249E-01,-6.73916E-01
-2.35246E-01,-6.73534E-01
-2.35243E-01,-6.73305E-01
-2.35239E-01,-6.72848E-01
-2.35236E-01,-6.72924E-01
-2.35233E-01,-6.73000E-01
-2.35230E-01,-6.73534E-01
-2.35226E-01,-6.72466E-01
-2.35223E-01,-6.72161E-01
-2.35220E-01,-6.74068E-01
-2.35216E-01,-6.81164E-01
-2.35213E-01,-6.91463E-01
-2.35210E-01,-6.91921E-01
-2.35206E-01,-6.90471E-01
-2.35203E-01,-6.91158E-01
-2.35200E-01,-6.91387E-01
-2.35197E-01,-6.90777E-01
-2.35193E-01,-6.91540E-01
-2.35190E-01,-6.91997E-01
-2.35187E-01,-6.92226E-01
-2.35183E-01,-6.91845E-01
-2.35180E-01,-6.91540E-01
-2.35177E-01,-6.91921E-01
-2.35173E-01,-6.92303E-01
-2.35170E-01,-6.91997E-01
