in s,C1 in V
-2.35730E-01,-1.22041E+00
-2.35727E-01,-1.22010E+00
-2.35724E-01,-1.22018E+00
-2.35721E-01,-1.22026E+00
-2.35717E-01,-1.21942E+00
-2.35714E-01,-1.21942E+00
-2.35711E-01,-1.22941E+00
-2.35707E-01,-1.23521E+00
-2.35704E-01,-1.23582E+00
-2.35701E-01,-1.23552E+00
-2.35698E-01,-1.23559E+00
-2.35694E-01,-1.23552E+00
-2.35691E-01,-1.23521E+00
-2.35688E-01,-1.23559E+00
-2.35684E-01,-1.23597E+00
-2.35681E-01,-1.23689E+00
-2.35678E-01,-1.24017E+00
-2.35674E-01,-1.25337E+00
-2.35671E-01,-1.25497E+00
-2.35668E-01,-1.25543E+00
-2.35665E-01,-1.25627E+00
-2.35661E-01,-1.25673E+00
-2.35658E-01,-1.25627E+00
-2.35655E-01,-1.25634E+00
-2.35651E-01,-1.25741E+00
-2.35648E-01,-1.25695E+00
-2.35645E-01,-1.25772E+00
-2.35642E-01,-1.27397E+00
-2.35638E-01,-1.27328E+00
-2.35635E-01,-1.27237E+00
-2.35632E-01,-1.27298E+00
-2.35628E-01,-1.27259E+00
-2.35625E-01,-1.27183E+00
-2.35622E-01,-1.27214E+00
-2.35618E-01,-1.27122E+00
-2.35615E-01,-1.26977E+00
-2.35612E-01,-1.27031E+00
-2.35609E-01,-1.28236E+00
-2.35605E-01,-1.28740E+00
-2.35602E-01,-1.28709E+00
-2.35599E-01,-1.28663E+00
-2.35595E-01,-1.28579E+00
-2.35592E-01,-1.28671E+00
-2.35589E-01,-1.28717E+00
-2.35585E-01,-1.28671E+00
-2.35582E-01,-1.28717E+00
-2.35579E-01,-1.28671E+00
-2.35576E-01,-1.29564E+00
-2.35572E-01,-1.30395E+00
-2.35569E-01,-1.30433E+00
-2.35566E-01,-1.30403E+00
-2.35562E-01,-1.30418E+00
-2.35559E-01,-1.30456E+00
-2.35556E-01,-1.30479E+00
-2.35553E-01,-1.30502E+00
-2.35549E-01,-1.30510E+00
-2.35546E-01,-1.30449E+00
-2.35543E-01,-1.30464E+00
-2.35539E-01,-1.32295E+00
-2.35536E-01,-1.32302E+00
-2.35533E-01,-1.32371E+00
-2.35529E-01,-1.32470E+00
-2.35526E-01,-1.32363E+00
-2.35523E-01,-1.32348E+00
-2.35520E-01,-1.32409E+00
-2.35516E-01,-1.32455E+00
-2.35513E-01,-1.32425E+00
-2.35510E-01,-1.32478E+00
-2.35506E-01,-1.33981E+00
-2.35503E-01,-1.34034E+00
-2.35500E-01,-1.34103E+00
-2.35496E-01,-1.34156E+00
-2.35493E-01,-1.34156E+00
-2.35490E-01,-1.34149E+00
-2.35487E-01,-1.34156E+00
-2.35483E-01,-1.34172E+00
-2.35480E-01,-1.34263E+00
-2.35477E-01,-1.34324E+00
-2.35473E-01,-1.35270E+00
-2.35470E-01,-1.35942E+00
-2.35467E-01,-1.35873E+00
-2.35464E-01,-1.35774E+00
-2.35460E-01,-1.35797E+00
-2.35457E-01,-1.35911E+00
-2.35454E-01,-1.35858E+00
-2.35450E-01,-1.35781E+00
-2.35447E-01,-1.35675E+00
-2.35444E-01,-1.35621E+00
-2.35440E-01,-1.36323E+00
-2.35437E-01,-1.37407E+00
-2.35434E-01,-1.37368E+00
-2.35431E-01,-1.37345E+00
-2.35427E-01,-1.37330E+00
-2.35424E-01,-1.37361E+00
-2.35421E-01,-1.37345E+00
-2.35417E-01,-1.37475E+00
-2.35414E-01,-1.37391E+00
-2.35411E-01,-1.37429E+00
-2.35407E-01,-1.37368E+00
-2.35404E-01,-1.39016E+00
-2.35401E-01,-1.39085E+00
-2.35398E-01,-1.39169E+00
-2.35394E-01,-1.39199E+00
-2.35391E-01,-1.39215E+00
-2.35388E-01,-1.39238E+00
-2.35384E-01,-1.39299E+00
-2.35381E-01,-1.39283E+00
-2.35378E-01,-1.39352E+00
-2.35375E-01,-1.39390E+00
-2.35371E-01,-1.40809E+00
-2.35368E-01,-1.41145E+00
-2.35365E-01,-1.41191E+00
-2.35361E-01,-1.41145E+00
-2.35358E-01,-1.41259E+00
-2.35355E-01,-1.41168E+00
-2.35351E-01,-1.41153E+00
-2.35348E-01,-1.41076E+00
-2.35345E-01,-1.41175E+00
-2.35342E-01,-1.41069E+00
-2.35338E-01,-1.41809E+00
-2.35335E-01,-1.42602E+00
-2.35332E-01,-1.42602E+00
-2.35328E-01,-1.42610E+00
-2.35325E-01,-1.42656E+00
-2.35322E-01,-1.42633E+00
-2.35318E-01,-1.42656E+00
-2.35315E-01,-1.42640E+00
-2.35312E-01,-1.42617E+00
-2.35309E-01,-1.42617E+00
-2.35305E-01,-1.43205E+00
-2.35302E-01,-1.44372E+00
-2.35299E-01,-1.44319E+00
-2.35295E-01,-1.44349E+00
-2.35292E-01,-1.44334E+00
-2.35289E-01,-1.44311E+00
-2.35286E-01,-1.44296E+00
-2.35282E-01,-1.44281E+00
-2.35279E-01,-1.44288E+00
-2.35276E-01,-1.44349E+00
-2.35272E-01,-1.44357E+00
-2.35269E-01,-1.45822E+00
-2.35266E-01,-1.46005E+00
-2.35262E-01,-1.46119E+00
-2.35259E-01,-1.46104E+00
-2.35256E-01,-1.46051E+00
-2.35253E-01,-1.46112E+00
-2.35249E-01,-1.46112E+00
-2.35246E-01,-1.46089E+00
-2.35243E-01,-1.46028E+00
-2.35239E-01,-1.46104E+00
-2.35236E-01,-1.47340E+00
-2.35233E-01,-1.47767E+00
-2.35230E-01,-1.47767E+00
-2.35226E-01,-1.47706E+00
-2.35223E-01,-1.47752E+00
-2.35220E-01,-1.47699E+00
-2.35216E-01,-1.47721E+00
-2.35213E-01,-1.47737E+00
-2.35210E-01,-1.47783E+00
-2.35206E-01,-1.47699E+00
-2.35203E-01,-1.48385E+00
-2.35200E-01,-1.49415E+00
-2.35197E-01,-1.49385E+00
-2.35193E-01,-1.49507E+00
-2.35190E-01,-1.49522E+00
-2.35187E-01,-1.49522E+00
-2.35183E-01,-1.49568E+00
-2.35180E-01,-1.49522E+00
-2.35177E-01,-1.49507E+00
-2.35173E-01,-1.49430E+00
-2.35170E-01,-1.49888E+00
-2.35167E-01,-1.51193E+00
-2.35164E-01,-1.51025E+00
-2.35160E-01,-1.51040E+00
-2.35157E-01,-1.51040E+00
-2.35154E-01,-1.50987E+00
-2.35150E-01,-1.51063E+00
-2.35147E-01,-1.51078E+00
-2.35144E-01,-1.51132E+00
-2.35141E-01,-1.51101E+00
-2.35137E-01,-1.51200E+00
-2.35134E-01,-1.52528E+00
-2.35131E-01,-1.53001E+00
-2.35127E-01,-1.53016E+00
-2.35124E-01,-1.53001E+00
-2.35121E-01,-1.52955E+00
-2.35117E-01,-1.52970E+00
-2.35114E-01,-1.52864E+00
-2.35111E-01,-1.52909E+00
-2.35108E-01,-1.52948E+00
-2.35104E-01,-1.52993E+00
-2.35101E-01,-1.54061E+00
-2.35098E-01,-1.54725E+00
-2.35094E-01,-1.54802E+00
-2.35091E-01,-1.54763E+00
-2.35088E-01,-1.54748E+00
-2.35084E-01,-1.54695E+00
-2.35081E-01,-1.54618E+00
-2.35078E-01,-1.54611E+00
-2.35075E-01,-1.54504E+00
-2.35071E-01,-1.54473E+00
-2.35068E-01,-1.54939E+00
-2.35065E-01,-1.56228E+00
-2.35061E-01,-1.56129E+00
-2.35058E-01,-1.56137E+00
-2.35055E-01,-1.56114E+00
-2.35052E-01,-1.55938E+00
-2.35048E-01,-1.56030E+00
