in s,C1 in V
-2.35730E-01,-1.72982E+00
-2.35727E-01,-1.73974E+00
-2.35724E-01,-1.74752E+00
-2.35721E-01,-1.74691E+00
-2.35717E-01,-1.75851E+00
-2.35714E-01,-1.76461E+00
-2.35711E-01,-1.76301E+00
-2.35707E-01,-1.77980E+00
-2.35704E-01,-1.78125E+00
-2.35701E-01,-1.78071E+00
-2.35698E-01,-1.79788E+00
-2.35694E-01,-1.79734E+00
-2.35691E-01,-1.80383E+00
-2.35688E-01,-1.81436E+00
-2.35684E-01,-1.81459E+00
-2.35681E-01,-1.82206E+00
-2.35678E-01,-1.83206E+00
-2.35674E-01,-1.83229E+00
-2.35671E-01,-1.84449E+00
-2.35668E-01,-1.84976E+00
-2.35665E-01,-1.85022E+00
-2.35661E-01,-1.86311E+00
-2.35658E-01,-1.86746E+00
-2.35655E-01,-1.87005E+00
-2.35651E-01,-1.88440E+00
-2.35648E-01,-1.88417E+00
-2.35645E-01,-1.88790E+00
-2.35642E-01,-1.90133E+00
-2.35638E-01,-1.90042E+00
-2.35635E-01,-1.91026E+00
-2.35632E-01,-1.91827E+00
-2.35628E-01,-1.91804E+00
-2.35625E-01,-1.92674E+00
-2.35622E-01,-1.93391E+00
-2.35618E-01,-1.93460E+00
-2.35615E-01,-1.95016E+00
-2.35612E-01,-1.95176E+00
-2.35609E-01,-1.95222E+00
-2.35605E-01,-1.96908E+00
-2.35602E-01,-1.96946E+00
-2.35599E-01,-1.97351E+00
-2.35595E-01,-1.98625E+00
-2.35592E-01,-1.98655E+00
-2.35589E-01,-1.99159E+00
-2.35585E-01,-2.00441E+00
-2.35582E-01,-2.00303E+00
-2.35579E-01,-2.01478E+00
-2.35576E-01,-2.02058E+00
-2.35572E-01,-2.02119E+00
-2.35569E-01,-2.03454E+00
-2.35566E-01,-2.03912E+00
-2.35562E-01,-2.03920E+00
-2.35559E-01,-2.05453E+00
-2.35556E-01,-2.05522E+00
-2.35553E-01,-2.05781E+00
-2.35549E-01,-2.07345E+00
-2.35546E-01,-2.07338E+00
-2.35543E-01,-2.08001E+00
-2.35539E-01,-2.08863E+00
-2.35536E-01,-2.08924E+00
-2.35533E-01,-2.09939E+00
-2.35529E-01,-2.10687E+00
-2.35526E-01,-2.10748E+00
-2.35523E-01,-2.12091E+00
-2.35520E-01,-2.12465E+00
-2.35516E-01,-2.12312E+00
-2.35513E-01,-2.13922E+00
-2.35510E-01,-2.14151E+00
-2.35506E-01,-2.14517E+00
-2.35503E-01,-2.15928E+00
-2.35500E-01,-2.15852E+00
-2.35496E-01,-2.16378E+00
-2.35493E-01,-2.17462E+00
-2.35490E-01,-2.17447E+00
-2.35487E-01,-2.18454E+00
-2.35483E-01,-2.19125E+00
