in s,C1 in V
-2.34730E-01,2.32584E-02
-2.34727E-01,2.34872E-02
-2.34724E-01,2.29532E-02
-2.34720E-01,2.34109E-02
-2.34717E-01,2.41739E-02
-2.34714E-01,2.39450E-02
-2.34711E-01,2.37924E-02
-2.34707E-01,2.46317E-02
-2.34704E-01,2.39450E-02
-2.34701E-01,2.39450E-02
-2.34697E-01,2.38687E-02
-2.34694E-01,2.47079E-02
-2.34691E-01,2.46317E-02
-2.34688E-01,2.48605E-02
-2.34684E-01,2.47842E-02
-2.34681E-01,2.43265E-02
-2.34678E-01,2.36398E-02
-2.34674E-01,2.38687E-02
-2.34671E-01,2.38687E-02
-2.34668E-01,2.31821E-02
-2.34664E-01,2.40213E-02
-2.34661E-01,2.33347E-02
-2.34658E-01,2.40213E-02
-2.34655E-01,2.51657E-02
-2.34651E-01,2.59286E-02
-2.34648E-01,2.58524E-02
-2.34645E-01,2.60049E-02
-2.34641E-01,2.68442E-02
-2.34638E-01,2.78360E-02
-2.34635E-01,2.64627E-02
-2.34631E-01,2.69205E-02
-2.34628E-01,2.73782E-02
-2.34625E-01,2.85989E-02
-2.34622E-01,2.84464E-02
-2.34618E-01,2.88278E-02
-2.34615E-01,2.80649E-02
-2.34612E-01,2.80649E-02
-2.34608E-01,2.78360E-02
-2.34605E-01,2.72256E-02
-2.34602E-01,2.72256E-02
-2.34599E-01,2.69205E-02
-2.34595E-01,2.64627E-02
-2.34592E-01,2.55472E-02
-2.34589E-01,2.62338E-02
-2.34585E-01,2.59286E-02
-2.34582E-01,2.57761E-02
-2.34579E-01,2.67679E-02
-2.34575E-01,2.63864E-02
-2.34572E-01,2.68442E-02
-2.34569E-01,2.68442E-02
-2.34566E-01,2.73019E-02
-2.34562E-01,2.80649E-02
-2.34559E-01,2.83701E-02
-2.34556E-01,2.82938E-02
-2.34552E-01,2.84464E-02
-2.34549E-01,2.85989E-02
-2.34546E-01,2.73782E-02
-2.34542E-01,2.69205E-02
-2.34539E-01,2.66153E-02
-2.34536E-01,2.51657E-02
-2.34533E-01,2.62338E-02
-2.34529E-01,2.61575E-02
-2.34526E-01,2.57761E-02
-2.34523E-01,2.54709E-02
-2.34519E-01,2.59286E-02
-2.34516E-01,2.54709E-02
-2.34513E-01,2.56998E-02
-2.34510E-01,2.57761E-02
-2.34506E-01,2.60812E-02
-2.34503E-01,2.52420E-02
-2.34500E-01,2.53946E-02
-2.34496E-01,2.44028E-02
-2.34493E-01,2.43265E-02
-2.34490E-01,2.46317E-02
-2.34486E-01,2.49368E-02
-2.34483E-01,2.54709E-02
-2.34480E-01,2.52420E-02
-2.34477E-01,2.50894E-02
-2.34473E-01,2.50894E-02
-2.34470E-01,2.47079E-02
-2.34467E-01,2.45554E-02
-2.34463E-01,2.44028E-02
-2.34460E-01,2.32584E-02
-2.34457E-01,2.34109E-02
-2.34454E-01,2.32584E-02
-2.34450E-01,2.31058E-02
-2.34447E-01,2.36398E-02
-2.34444E-01,2.32584E-02
-2.34440E-01,2.37924E-02
-2.34437E-01,2.44028E-02
-2.34434E-01,2.45554E-02
-2.34430E-01,2.47842E-02
-2.34427E-01,2.61575E-02
-2.34424E-01,2.63101E-02
-2.34421E-01,2.66153E-02
-2.34417E-01,2.58524E-02
-2.34414E-01,2.60812E-02
-2.34411E-01,2.63101E-02
-2.34407E-01,2.60049E-02
-2.34404E-01,2.69968E-02
-2.34401E-01,2.69205E-02
-2.34397E-01,2.80649E-02
-2.34394E-01,2.74545E-02
-2.34391E-01,2.76071E-02
-2.34388E-01,2.74545E-02
-2.34384E-01,2.73782E-02
-2.34381E-01,2.69968E-02
-2.34378E-01,2.77597E-02
-2.34374E-01,2.71494E-02
-2.34371E-01,2.62338E-02
-2.34368E-01,2.68442E-02
-2.34365E-01,2.55472E-02
-2.34361E-01,2.56235E-02
-2.34358E-01,2.50894E-02
-2.34355E-01,2.53183E-02
-2.34351E-01,2.47842E-02
-2.34348E-01,2.44791E-02
-2.34345E-01,2.52420E-02
-2.34341E-01,2.54709E-02
-2.34338E-01,2.59286E-02
-2.34335E-01,2.65390E-02
-2.34332E-01,2.61575E-02
-2.34328E-01,2.73782E-02
-2.34325E-01,2.76071E-02
-2.34322E-01,2.72256E-02
-2.34318E-01,2.68442E-02
-2.34315E-01,2.69205E-02
-2.34312E-01,2.77597E-02
-2.34308E-01,2.73019E-02
-2.34305E-01,2.69205E-02
-2.34302E-01,2.74545E-02
-2.34299E-01,2.67679E-02
-2.34295E-01,2.59286E-02
-2.34292E-01,2.59286E-02
-2.34289E-01,2.50131E-02
-2.34285E-01,2.54709E-02
-2.34282E-01,2.50131E-02
-2.34279E-01,2.56998E-02
-2.34276E-01,2.49368E-02
-2.34272E-01,2.50131E-02
-2.34269E-01,2.49368E-02
-2.34266E-01,2.47842E-02
-2.34262E-01,2.44028E-02
-2.34259E-01,2.51657E-02
-2.34256E-01,2.49368E-02
-2.34252E-01,2.47079E-02
-2.34249E-01,2.49368E-02
-2.34246E-01,2.50131E-02
-2.34243E-01,2.50131E-02
-2.34239E-01,2.50131E-02
-2.34236E-01,2.51657E-02
-2.34233E-01,2.67679E-02
-2.34229E-01,2.61575E-02
-2.34226E-01,2.73782E-02
-2.34223E-01,2.76071E-02
-2.34219E-01,2.79886E-02
-2.34216E-01,2.76071E-02
-2.34213E-01,2.78360E-02
-2.34210E-01,2.76071E-02
-2.34206E-01,2.79123E-02
-2.34203E-01,2.78360E-02
-2.34200E-01,2.76071E-02
-2.34196E-01,2.79886E-02
-2.34193E-01,2.79886E-02
-2.34190E-01,2.83701E-02
-2.34187E-01,2.79886E-02
-2.34183E-01,2.78360E-02
-2.34180E-01,2.78360E-02
-2.34177E-01,2.71494E-02
-2.34173E-01,2.74545E-02
-2.34170E-01,2.75308E-02
-2.34167E-01,2.76834E-02
-2.34163E-01,2.71494E-02
-2.34160E-01,2.67679E-02
-2.34157E-01,2.66916E-02
-2.34154E-01,2.67679E-02
-2.34150E-01,2.72256E-02
-2.34147E-01,2.78360E-02
-2.34144E-01,2.79886E-02
-2.34140E-01,2.76071E-02
-2.34137E-01,2.77597E-02
-2.34134E-01,2.76834E-02
-2.34130E-01,2.69205E-02
-2.34127E-01,2.78360E-02
-2.34124E-01,2.82938E-02
-2.34121E-01,2.87515E-02
-2.34117E-01,2.86752E-02
-2.34114E-01,2.84464E-02
-2.34111E-01,2.89041E-02
-2.34107E-01,2.89804E-02
-2.34104E-01,2.88278E-02
-2.34101E-01,2.89041E-02
-2.34098E-01,2.88278E-02
-2.34094E-01,2.92093E-02
-2.34091E-01,2.79123E-02
-2.34088E-01,2.82938E-02
-2.34084E-01,2.89041E-02
-2.34081E-01,2.89041E-02
-2.34078E-01,2.86752E-02
-2.34074E-01,2.92856E-02
-2.34071E-01,2.89804E-02
-2.34068E-01,2.89041E-02
-2.34065E-01,2.88278E-02
-2.34061E-01,2.93619E-02
-2.34058E-01,2.94382E-02
-2.34055E-01,2.90567E-02
-2.34051E-01,2.99722E-02
-2.34048E-01,2.95145E-02
-2.34045E-01,2.90567E-02
-2.34042E-01,2.98196E-02
-2.34038E-01,2.83701E-02
-2.34035E-01,2.80649E-02
-2.34032E-01,2.81412E-02
-2.34028E-01,2.77597E-02
-2.34025E-01,2.77597E-02
-2.34022E-01,2.89804E-02
-2.34018E-01,2.98959E-02
-2.34015E-01,2.98196E-02
-2.34012E-01,3.05826E-02
-2.34009E-01,3.05826E-02
-2.34005E-01,3.10403E-02
-2.34002E-01,3.18796E-02
-2.33999E-01,3.23373E-02
-2.33995E-01,3.23373E-02
-2.33992E-01,3.19559E-02
-2.33989E-01,3.27188E-02
-2.33985E-01,3.24899E-02
-2.33982E-01,3.17270E-02
-2.33979E-01,3.17270E-02
-2.33976E-01,3.08878E-02
-2.33972E-01,3.16507E-02
-2.33969E-01,3.11929E-02
-2.33966E-01,3.13455E-02
-2.33962E-01,3.02011E-02
-2.33959E-01,2.98959E-02
-2.33956E-01,2.98959E-02
-2.33953E-01,2.95145E-02
-2.33949E-01,2.85226E-02
-2.33946E-01,2.88278E-02
-2.33943E-01,2.80649E-02
-2.33939E-01,2.74545E-02
-2.33936E-01,2.81412E-02
-2.33933E-01,2.77597E-02
-2.33929E-01,2.80649E-02
-2.33926E-01,2.82175E-02
-2.33923E-01,2.87515E-02
-2.33920E-01,2.78360E-02
-2.33916E-01,2.79123E-02
-2.33913E-01,2.81412E-02
-2.33910E-01,2.86752E-02
-2.33906E-01,2.82175E-02
-2.33903E-01,2.86752E-02
-2.33900E-01,2.92093E-02
-2.33896E-01,2.92856E-02
-2.33893E-01,2.91330E-02
-2.33890E-01,2.96671E-02
-2.33887E-01,2.94382E-02
-2.33883E-01,2.98959E-02
-2.33880E-01,2.97433E-02
-2.33877E-01,2.89804E-02
-2.33873E-01,2.93619E-02
-2.33870E-01,2.95145E-02
-2.33867E-01,2.94382E-02
-2.33864E-01,2.83701E-02
-2.33860E-01,2.77597E-02
-2.33857E-01,2.76071E-02
-2.33854E-01,2.68442E-02
-2.33850E-01,2.76834E-02
-2.33847E-01,2.81412E-02
-2.33844E-01,2.79886E-02
