in s,C1 in V
-2.35730E-01,-1.06630E+00
-2.35727E-01,-1.06561E+00
-2.35724E-01,-1.06637E+00
-2.35721E-01,-1.06698E+00
-2.35717E-01,-1.07881E+00
-2.35714E-01,-1.08293E+00
-2.35711E-01,-1.08323E+00
-2.35707E-01,-1.08361E+00
-2.35704E-01,-1.08331E+00
-2.35701E-01,-1.08453E+00
-2.35698E-01,-1.10101E+00
-2.35694E-01,-1.10048E+00
-2.35691E-01,-1.10109E+00
-2.35688E-01,-1.10055E+00
-2.35684E-01,-1.09971E+00
-2.35681E-01,-1.10170E+00
-2.35678E-01,-1.11673E+00
-2.35674E-01,-1.11665E+00
-2.35671E-01,-1.11589E+00
-2.35668E-01,-1.11528E+00
-2.35665E-01,-1.11612E+00
-2.35661E-01,-1.12336E+00
-2.35658E-01,-1.13229E+00
-2.35655E-01,-1.13252E+00
-2.35651E-01,-1.13298E+00
-2.35648E-01,-1.13282E+00
-2.35645E-01,-1.13336E+00
-2.35642E-01,-1.14297E+00
-2.35638E-01,-1.15030E+00
-2.35635E-01,-1.15030E+00
-2.35632E-01,-1.15075E+00
-2.35628E-01,-1.15030E+00
-2.35625E-01,-1.15174E+00
-2.35622E-01,-1.16746E+00
-2.35618E-01,-1.16990E+00
-2.35615E-01,-1.16929E+00
-2.35612E-01,-1.16815E+00
-2.35609E-01,-1.16891E+00
-2.35605E-01,-1.16838E+00
-2.35602E-01,-1.18631E+00
-2.35599E-01,-1.18440E+00
-2.35595E-01,-1.18463E+00
-2.35592E-01,-1.18463E+00
-2.35589E-01,-1.18402E+00
-2.35585E-01,-1.18882E+00
-2.35582E-01,-1.20141E+00
-2.35579E-01,-1.20103E+00
-2.35576E-01,-1.20088E+00
-2.35572E-01,-1.20134E+00
-2.35569E-01,-1.20179E+00
-2.35566E-01,-1.20881E+00
-2.35562E-01,-1.21957E+00
-2.35559E-01,-1.21995E+00
-2.35556E-01,-1.22049E+00
-2.35553E-01,-1.22049E+00
-2.35549E-01,-1.22033E+00
-2.35546E-01,-1.23246E+00
-2.35543E-01,-1.23796E+00
-2.35539E-01,-1.23811E+00
-2.35536E-01,-1.23841E+00
-2.35533E-01,-1.23773E+00
-2.35529E-01,-1.23864E+00
-2.35526E-01,-1.25055E+00
-2.35523E-01,-1.25421E+00
-2.35520E-01,-1.25451E+00
-2.35516E-01,-1.25375E+00
-2.35513E-01,-1.25337E+00
-2.35510E-01,-1.25451E+00
-2.35506E-01,-1.27069E+00
-2.35503E-01,-1.27031E+00
-2.35500E-01,-1.27107E+00
-2.35496E-01,-1.27183E+00
-2.35493E-01,-1.27114E+00
-2.35490E-01,-1.27320E+00
-2.35487E-01,-1.28923E+00
-2.35483E-01,-1.28823E+00
-2.35480E-01,-1.28747E+00
-2.35477E-01,-1.28785E+00
-2.35473E-01,-1.28862E+00
-2.35470E-01,-1.29586E+00
-2.35467E-01,-1.30471E+00
-2.35464E-01,-1.30510E+00
-2.35460E-01,-1.30510E+00
-2.35457E-01,-1.30540E+00
-2.35454E-01,-1.30494E+00
-2.35450E-01,-1.31204E+00
-2.35447E-01,-1.32180E+00
-2.35444E-01,-1.32112E+00
-2.35440E-01,-1.32119E+00
-2.35437E-01,-1.32165E+00
-2.35434E-01,-1.32226E+00
-2.35431E-01,-1.33699E+00
-2.35427E-01,-1.33928E+00
-2.35424E-01,-1.33928E+00
-2.35421E-01,-1.34011E+00
-2.35417E-01,-1.34042E+00
-2.35414E-01,-1.34034E+00
-2.35411E-01,-1.35720E+00
-2.35407E-01,-1.35820E+00
-2.35404E-01,-1.35766E+00
-2.35401E-01,-1.35873E+00
-2.35398E-01,-1.35820E+00
-2.35394E-01,-1.36239E+00
-2.35391E-01,-1.37513E+00
-2.35388E-01,-1.37544E+00
-2.35384E-01,-1.37468E+00
-2.35381E-01,-1.37490E+00
-2.35378E-01,-1.37460E+00
-2.35375E-01,-1.37933E+00
-2.35371E-01,-1.39161E+00
-2.35368E-01,-1.39138E+00
-2.35365E-01,-1.39123E+00
-2.35361E-01,-1.39070E+00
-2.35358E-01,-1.38971E+00
-2.35355E-01,-1.40023E+00
-2.35351E-01,-1.40596E+00
-2.35348E-01,-1.40641E+00
-2.35345E-01,-1.40634E+00
-2.35342E-01,-1.40657E+00
-2.35338E-01,-1.40519E+00
-2.35335E-01,-1.41679E+00
