in s,C1 in V
-2.35730E-01,-1.38566E+00
-2.35727E-01,-1.38719E+00
-2.35724E-01,-1.38719E+00
-2.35721E-01,-1.39428E+00
-2.35717E-01,-1.40413E+00
-2.35714E-01,-1.40329E+00
-2.35711E-01,-1.40222E+00
-2.35707E-01,-1.40687E+00
-2.35704E-01,-1.42015E+00
-2.35701E-01,-1.41992E+00
-2.35698E-01,-1.42038E+00
-2.35694E-01,-1.42312E+00
-2.35691E-01,-1.43777E+00
-2.35688E-01,-1.43792E+00
-2.35684E-01,-1.43830E+00
-2.35681E-01,-1.43830E+00
-2.35678E-01,-1.45387E+00
-2.35674E-01,-1.45539E+00
-2.35671E-01,-1.45623E+00
-2.35668E-01,-1.45631E+00
-2.35665E-01,-1.47042E+00
-2.35661E-01,-1.47355E+00
-2.35658E-01,-1.47302E+00
-2.35655E-01,-1.47340E+00
-2.35651E-01,-1.48393E+00
-2.35648E-01,-1.49102E+00
-2.35645E-01,-1.49034E+00
-2.35642E-01,-1.49072E+00
-2.35638E-01,-1.50064E+00
-2.35635E-01,-1.50735E+00
-2.35632E-01,-1.50666E+00
-2.35628E-01,-1.50712E+00
-2.35625E-01,-1.51208E+00
-2.35622E-01,-1.52421E+00
-2.35618E-01,-1.52490E+00
-2.35615E-01,-1.52520E+00
-2.35612E-01,-1.52902E+00
-2.35609E-01,-1.54138E+00
-2.35605E-01,-1.54153E+00
-2.35602E-01,-1.54260E+00
-2.35599E-01,-1.54252E+00
-2.35595E-01,-1.55900E+00
-2.35592E-01,-1.55946E+00
-2.35589E-01,-1.55801E+00
-2.35585E-01,-1.55832E+00
-2.35582E-01,-1.57495E+00
-2.35579E-01,-1.57472E+00
-2.35576E-01,-1.57418E+00
-2.35572E-01,-1.57464E+00
-2.35569E-01,-1.58586E+00
-2.35566E-01,-1.59227E+00
-2.35562E-01,-1.59204E+00
-2.35559E-01,-1.59333E+00
-2.35556E-01,-1.60440E+00
-2.35553E-01,-1.60905E+00
-2.35549E-01,-1.60905E+00
-2.35546E-01,-1.60897E+00
-2.35543E-01,-1.61538E+00
-2.35539E-01,-1.62492E+00
-2.35536E-01,-1.62568E+00
-2.35533E-01,-1.62530E+00
-2.35529E-01,-1.63018E+00
-2.35526E-01,-1.63995E+00
-2.35523E-01,-1.64033E+00
-2.35520E-01,-1.64087E+00
-2.35516E-01,-1.64224E+00
-2.35513E-01,-1.65971E+00
-2.35510E-01,-1.65994E+00
-2.35506E-01,-1.65979E+00
-2.35503E-01,-1.66085E+00
-2.35500E-01,-1.67855E+00
-2.35496E-01,-1.67779E+00
-2.35493E-01,-1.67871E+00
-2.35490E-01,-1.68000E+00
-2.35487E-01,-1.69198E+00
-2.35483E-01,-1.69595E+00
-2.35480E-01,-1.69656E+00
-2.35477E-01,-1.69542E+00
-2.35473E-01,-1.70793E+00
-2.35470E-01,-1.71197E+00
-2.35467E-01,-1.71090E+00
-2.35464E-01,-1.71113E+00
-2.35460E-01,-1.72059E+00
-2.35457E-01,-1.72921E+00
-2.35454E-01,-1.73021E+00
-2.35450E-01,-1.72944E+00
-2.35447E-01,-1.73745E+00
-2.35444E-01,-1.74691E+00
-2.35440E-01,-1.74661E+00
-2.35437E-01,-1.74699E+00
-2.35434E-01,-1.75180E+00
-2.35431E-01,-1.76446E+00
-2.35427E-01,-1.76507E+00
-2.35424E-01,-1.76637E+00
-2.35421E-01,-1.76744E+00
-2.35417E-01,-1.78292E+00
-2.35414E-01,-1.78231E+00
-2.35411E-01,-1.78277E+00
-2.35407E-01,-1.78338E+00
-2.35404E-01,-1.79689E+00
-2.35401E-01,-1.80070E+00
-2.35398E-01,-1.80108E+00
-2.35394E-01,-1.80070E+00
-2.35391E-01,-1.81443E+00
-2.35388E-01,-1.81810E+00
-2.35384E-01,-1.81710E+00
-2.35381E-01,-1.81695E+00
-2.35378E-01,-1.82672E+00
-2.35375E-01,-1.83305E+00
-2.35371E-01,-1.83267E+00
-2.35368E-01,-1.83313E+00
-2.35365E-01,-1.84175E+00
-2.35361E-01,-1.84922E+00
-2.35358E-01,-1.84991E+00
-2.35355E-01,-1.85121E+00
-2.35351E-01,-1.85395E+00
-2.35348E-01,-1.86761E+00
-2.35345E-01,-1.86738E+00
-2.35342E-01,-1.86692E+00
-2.35338E-01,-1.87020E+00
-2.35335E-01,-1.88363E+00
-2.35332E-01,-1.88386E+00
-2.35328E-01,-1.88432E+00
-2.35325E-01,-1.88546E+00
-2.35322E-01,-1.90164E+00
-2.35318E-01,-1.90118E+00
-2.35315E-01,-1.90141E+00
-2.35312E-01,-1.90217E+00
-2.35309E-01,-1.91713E+00
-2.35305E-01,-1.91926E+00
-2.35302E-01,-1.91850E+00
-2.35299E-01,-1.91919E+00
-2.35295E-01,-1.92865E+00
-2.35292E-01,-1.93528E+00
-2.35289E-01,-1.93620E+00
-2.35286E-01,-1.93666E+00
-2.35282E-01,-1.94589E+00
-2.35279E-01,-1.95337E+00
-2.35276E-01,-1.95214E+00
-2.35272E-01,-1.95100E+00
-2.35269E-01,-1.95779E+00
-2.35266E-01,-1.96786E+00
-2.35262E-01,-1.96855E+00
-2.35259E-01,-1.96832E+00
-2.35256E-01,-1.97305E+00
-2.35253E-01,-1.98480E+00
-2.35249E-01,-1.98510E+00
-2.35246E-01,-1.98487E+00
-2.35243E-01,-1.98373E+00
-2.35239E-01,-2.00212E+00
-2.35236E-01,-2.00143E+00
-2.35233E-01,-2.00204E+00
-2.35230E-01,-2.00090E+00
-2.35226E-01,-2.01623E+00
-2.35223E-01,-2.01722E+00
-2.35220E-01,-2.01738E+00
-2.35216E-01,-2.01753E+00
-2.35213E-01,-2.02996E+00
-2.35210E-01,-2.03439E+00
-2.35206E-01,-2.03378E+00
-2.35203E-01,-2.03324E+00
-2.35200E-01,-2.04560E+00
-2.35197E-01,-2.05186E+00
-2.35193E-01,-2.05095E+00
-2.35190E-01,-2.05079E+00
-2.35187E-01,-2.05751E+00
-2.35183E-01,-2.06773E+00
-2.35180E-01,-2.06796E+00
-2.35177E-01,-2.06803E+00
-2.35173E-01,-2.07414E+00
-2.35170E-01,-2.08474E+00
-2.35167E-01,-2.08581E+00
-2.35164E-01,-2.08520E+00
-2.35160E-01,-2.08757E+00
-2.35157E-01,-2.10443E+00
-2.35154E-01,-2.10382E+00
-2.35150E-01,-2.10412E+00
-2.35147E-01,-2.10550E+00
-2.35144E-01,-2.12083E+00
-2.35141E-01,-2.12106E+00
-2.35137E-01,-2.12098E+00
-2.35134E-01,-2.12045E+00
-2.35131E-01,-2.13319E+00
-2.35127E-01,-2.13800E+00
-2.35124E-01,-2.13929E+00
-2.35121E-01,-2.13861E+00
-2.35117E-01,-2.15112E+00
-2.35114E-01,-2.15402E+00
-2.35111E-01,-2.15547E+00
-2.35108E-01,-2.15577E+00
-2.35104E-01,-2.16409E+00
-2.35101E-01,-2.17141E+00
-2.35098E-01,-2.17118E+00
-2.35094E-01,-2.17149E+00
-2.35091E-01,-2.17912E+00
-2.35088E-01,-2.18957E+00
-2.35084E-01,-2.19018E+00
-2.35081E-01,-2.18888E+00
-2.35078E-01,-2.19232E+00
-2.35075E-01,-2.20704E+00
-2.35071E-01,-2.20628E+00
-2.35068E-01,-2.20727E+00
-2.35065E-01,-2.21002E+00
-2.35061E-01,-2.22329E+00
-2.35058E-01,-2.22383E+00
-2.35055E-01,-2.22322E+00
-2.35052E-01,-2.22329E+00
-2.35048E-01,-2.23848E+00
-2.35045E-01,-2.23901E+00
-2.35042E-01,-2.23886E+00
-2.35038E-01,-2.23916E+00
-2.35035E-01,-2.25373E+00
-2.35032E-01,-2.25717E+00
-2.35028E-01,-2.25709E+00
-2.35025E-01,-2.25747E+00
-2.35022E-01,-1.61912E+00
-2.35019E-01,-1.44131E-01
-2.35015E-01,-1.23455E-01
-2.35012E-01,-1.23073E-01
-2.35009E-01,-1.33144E-01
-2.35005E-01,-1.39782E-01
-2.35002E-01,-1.38103E-01
-2.34999E-01,-1.37798E-01
-2.34995E-01,-1.44359E-01
-2.34992E-01,-1.53667E-01
-2.34989E-01,-1.53057E-01
-2.34986E-01,-1.52675E-01
-2.34982E-01,-1.56719E-01
-2.34979E-01,-1.68468E-01
-2.34976E-01,-1.69002E-01
-2.34972E-01,-1.67248E-01
-2.34969E-01,-1.66180E-01
-2.34966E-01,-1.84643E-01
-2.34963E-01,-1.83803E-01
-2.34959E-01,-1.83575E-01
-2.34956E-01,-1.83651E-01
-2.34953E-01,-1.99596E-01
-2.34949E-01,-1.99901E-01
-2.34946E-01,-1.99978E-01
-2.34943E-01,-2.00130E-01
-2.34939E-01,-2.12108E-01
-2.34936E-01,-2.15618E-01
-2.34933E-01,-2.15923E-01
-2.34930E-01,-2.15618E-01
-2.34926E-01,-2.25231E-01
-2.34923E-01,-2.31029E-01
-2.34920E-01,-2.32021E-01
-2.34916E-01,-2.32403E-01
-2.34913E-01,-2.38430E-01
-2.34910E-01,-2.49569E-01
-2.34906E-01,-2.50027E-01
-2.34903E-01,-2.49950E-01
-2.34900E-01,-2.56206E-01
-2.34897E-01,-2.67269E-01
-2.34893E-01,-2.67422E-01
-2.34890E-01,-2.66811E-01
-2.34887E-01,-2.68108E-01
